http://purl.obolibrary.org/obo/NCIT_C45512,Lung Colloid Adenocarcinoma,http://purl.obolibrary.org/obo/DOID_3910,lung adenocarcinoma,Lung Mucinous Cystic Tumor of Borderline Malignancy,A morphologic variant of lung adenocarcinoma characterized by the presence of mucin pools containing islands of well differentiated adenocarcinoma cells.
http://purl.obolibrary.org/obo/NCIT_C45514,Lung Signet Ring Cell Carcinoma,http://purl.obolibrary.org/obo/DOID_3910,lung adenocarcinoma,Lung Signet Ring Cell Carcinoma,A morphologic variant of lung adenocarcinoma characterized by the presence of signet ring cells.
http://purl.obolibrary.org/obo/NCIT_C5226,Borderline Ovarian Serous Tumor,http://purl.obolibrary.org/obo/DOID_0050933,ovarian serous carcinoma,Serous Tumor of the Ovary with Low Malignant Potential,A low grade serous epithelial neoplasm arising from the ovary.  It is characterized by an atypical proliferation of serous-type epithelial cells without evidence of stromal invasion.  It is often asymptomatic but rarely it may present with abdominal pain or abdominal enlargement due to rupture or torsion.
http://purl.obolibrary.org/obo/NCIT_C5651,Solid Lung Adenocarcinoma,http://purl.obolibrary.org/obo/DOID_3910,lung adenocarcinoma,Solid adenocarcinoma,"A morphologic variant of lung adenocarcinoma characterized by the presence of polygonal malignant cells forming sheets. Acinar, papillary, micropapillary, or lepidic growth patterns are absent.  If the tumor is 100 percent solid, intracellular mucin should be present in at least five tumor cells in each of two high-power fields and confirmed with mucin immunohistochemical stains. Tumors formerly classified as large cell carcinomas expressing pneumocyte immunohistochemical markers, even if intracellular mucin is absent, are now included in this category."
http://purl.obolibrary.org/obo/NCIT_C7100,Colon Undifferentiated Carcinoma,http://purl.obolibrary.org/obo/DOID_1520,colon carcinoma,Undifferentiated Colon Cancer,"An invasive malignant epithelial tumor that arises from the colon.  There is no morphologic, immunophenotypic, or molecular biological evidence of glandular or squamous differentiation."
http://purl.obolibrary.org/obo/NCIT_C7983,Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor,http://purl.obolibrary.org/obo/DOID_5828,endometrioid ovary carcinoma,Endometrioid tumor of low malignant potential,An epithelial neoplasm that arises from the ovary characterized by the presence of glandular or cystic spaces which contain atypical glandular epithelial cells resembling endometrial cells. The surrounding ovarian stroma is often fibrotic. There is no evidence of stromal invasion.
http://purl.obolibrary.org/obo/NCIT_C15675,Adjuvant Therapy,http://purl.obolibrary.org/obo/NCIT_C16212,Cancer Therapeutic Procedure,AJ-Adjuvant Therapy,Any therapy that is administered to augment or stimulate other treatment modalities or to minimize or prevent disease recurrence subsequent to the main treatment plan.
http://purl.obolibrary.org/obo/OBI_0002136,RNA Integrity Number calculation,http://purl.obolibrary.org/obo/OBI_0200000,data transformation,RIN calculation,A data transformation using the RIN algorithm to generate a quality measure of RNA based on features from an electrophoretic trace.
http://purl.obolibrary.org/obo/OBI_0002137,RNA Integrity Number value specification,http://purl.obolibrary.org/obo/OBI_0001933,value specification,RIN value specification,A value specification that specifies the value of the RNA Integrity Number as a real value between 1 (most degraded) and 10 (most intact).
http://purl.obolibrary.org/obo/OBI_0002146,HIV antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HIV I/II Ab assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to human immunodeficiency virus (HIV) antigens.
http://purl.obolibrary.org/obo/OBI_0002147,HIV group O antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HIV I/II Plus O assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to human immunodeficiency virus (HIV) group O antigens.
http://purl.obolibrary.org/obo/OBI_0002148,surface HBV antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HBsAb assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to hepatitis B virus (HBV) surface antigens.
http://purl.obolibrary.org/obo/OBI_0002149,core HBV antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HBcAb assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to hepatitis B virus (HBV) core antigens.
http://purl.obolibrary.org/obo/OBI_0002150,core HBV IgM antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HBcAb-IgM assay,An antigen specific antibodies assay that is meant to detectimmunoglobulin M (IgM) antibodies that bind to hepatitis B virus (HBV) core antigens.
http://purl.obolibrary.org/obo/OBI_0002151,HCV antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,HCV Ab assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to Hepatitis C virus (HCV) antigens.
http://purl.obolibrary.org/obo/OBI_0002152,EBV IgG antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,EBV IgG Ab assay,An antigen specific antibodies assay that is meant to detect immunoglobulin G (IgG) antibodies that bind to Epstein-Barr virus (EBV) antigens.
http://purl.obolibrary.org/obo/OBI_0002153,EBV IgM antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,EBV IgM Ab assay,An antigen specific antibodies assay that is meant to detect immunoglobulin M (IgM) antibodies that bind to Epstein-Barr virus (EBV) antigens.
http://purl.obolibrary.org/obo/OBI_0002154,CMV antibody assay,http://purl.obolibrary.org/obo/OBI_0002145,antigen specific antibodies assay,CMV Ab assay,An antigen specific antibodies assay that is meant to detect antibodies that bind to cytomegalovirus (CMV) antigens.
http://purl.obolibrary.org/obo/OBI_0002155,venereal disease research laboratory test,http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,VDRL test,An analyte assay that is meant to detect general antibodies that react with substances that are produced by cellular damage caused by Treponema pallidum indicating a syphilis infection. VDRL tests require a microscope and can be done on cerebrospinal fluid as well as blood.
http://purl.obolibrary.org/obo/OBI_0002156,rapid plasma reagin test,http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,RPR assay,An analyte assay that is meant to detect with the aid of carbon or charcoal particles general antibodies that react with substances that are produced by cellular damage caused by Treponema pallidum indicating a syphilis infection. RPR tests can be done without a microscope.
http://purl.obolibrary.org/obo/OBI_0002157,HBV surface antigen assay,http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,HBsAg assay,An analyte assay that is meant to detect hepatitis B virus (HBV) surface antigens.
http://purl.obolibrary.org/obo/OBI_0002158,HIV-1 nucleic acid testing,http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,HIV-1 NAT,An analyte assay that is meant to detect human immunodeficiency virus (HIV-1) nucleic acids.
http://purl.obolibrary.org/obo/OBI_0002159,HCV nucleic acid testing,http://purl.obolibrary.org/obo/OBI_0000443,analyte assay,HCV NAT,An analyte assay that is meant to detect hepatitis C virus (HCV) nucleic acids.
http://purl.obolibrary.org/obo/DOID_2152,ovary epithelial cancer,http://purl.obolibrary.org/obo/DOID_2394,ovarian cancer,Ovarian Surface epithelial-Stromal tumor,An ovarian cancer that is derives_from ovarian surface epithelium.
http://purl.obolibrary.org/obo/DOID_234,colon adenocarcinoma,http://purl.obolibrary.org/obo/DOID_1520,colon carcinoma,adenocarcinoma of colon,A colon carcinoma that derives_from epithelial cells of glandular origin.
http://purl.obolibrary.org/obo/DOID_2999,granulosa cell tumor,http://purl.obolibrary.org/obo/DOID_2394,ovarian cancer,malignant granulosa cell neoplasm,A sex cord-gonadal stromal tumor that has_material_basis_in granulosa cells and arises from the sex cord stroma.
http://purl.obolibrary.org/obo/DOID_3604,ovarian mucinous cystadenocarcinoma,http://purl.obolibrary.org/obo/DOID_2394,ovarian cancer,mucinous cystadenocarcinoma of ovary,An ovarian cystadenocarcinoma that is characterized by the presence of mucin.
http://purl.obolibrary.org/obo/DOID_3907,lung squamous cell carcinoma,http://purl.obolibrary.org/obo/DOID_3905,lung carcinoma,Epidermoid cell carcinoma of the lung,A non-small cell lung carcinoma that has_material_basis_in the squamous cell.
http://purl.obolibrary.org/obo/DOID_3910,lung adenocarcinoma,http://purl.obolibrary.org/obo/DOID_3905,lung carcinoma,bronchogenic lung adenocarcinoma,A lung non-small cell carcinoma that derives_from epithelial cells of glandular origin.
http://purl.obolibrary.org/obo/DOID_4000,ovary transitional cell carcinoma,http://purl.obolibrary.org/obo/DOID_2394,ovarian cancer,transitional cell carcinoma of Ovary,An ovarian epithelial cancer that derives_from epithelial transitional cells.
http://purl.obolibrary.org/obo/DOID_4450,renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,hypernephroma,A renal carcinoma that has_material_basis_in the lining of the proximal convoluted renal tubule of the kidney.
http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,http://purl.obolibrary.org/obo/DOID_162,cancer,kidney carcinoma,A kidney cancer that derives_from the lining of the proximal convoluted tubule (the very small tubes in the kidney that filter the blood and remove waste products).
http://purl.obolibrary.org/obo/DOID_4464,collecting duct carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,"renal carcinoma, collecting duct type",A renal cell carcinoma that begins in distal collecting ducts of the kidney with a tubulopapillary morphology and intracytoplasmic mucicarminophilic material.
http://purl.obolibrary.org/obo/DOID_4465,papillary renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,sporadic papillary renal cell carcinoma,"A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors."
http://purl.obolibrary.org/obo/DOID_4467,clear cell renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,renal clear cell carcinoma,A renal cell carcinoma that has_material_basis_in cells that appear very pale or clear when examined under microscope.
http://purl.obolibrary.org/obo/DOID_4471,chromophobe renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,"renal cell carcinoma, chromophobe cell","A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells."
http://purl.obolibrary.org/obo/DOID_4926,bronchiolo-alveolar adenocarcinoma,http://purl.obolibrary.org/obo/DOID_3910,lung adenocarcinoma,Minimally Invasive Lung Adenocarcinoma,A lung adenocarcinoma characterized by a predominantly lepidic pattern and 5 mm or less invasion in greatest dimension.
